Date,Open,High,Low,Close,Volume,Adjusted Close
4/4/2018,12000.46973,12011.12012,11792.34961,11957.90039,107305000,11957.90039
4/3/2018,11997.46973,12069.48047,11913.62012,12002.4502,95226700,12002.4502
3/29/2018,11956.33984,12151.30957,11942.28027,12096.73047,111589200,12096.73047
3/28/2018,11868.08008,11961.16016,11770.40039,11940.70996,113396700,11940.70996
3/27/2018,11996.34961,12042.78027,11927.91016,11970.83008,98677800,11970.83008
3/26/2018,11919.63965,11984.5,11726.62012,11787.25977,99857900,11787.25977
3/23/2018,11995.50977,12001.78027,11818.7002,11886.30957,145617800,11886.30957
3/22/2018,12187.73047,12267.16992,12009.5,12100.08008,138428600,12100.08008
3/21/2018,12336.75977,12344.08984,12250.37012,12309.15039,108917200,12309.15039
3/20/2018,12261.19043,12320,12191.54981,12307.33008,72907500,12307.33008
3/19/2018,12346.50977,12369.76953,12183.79004,12217.01953,97309700,12217.01953
3/16/2018,12345.55957,12454.01953,12337.62012,12389.58008,212840100,12389.58008
3/15/2018,12284.13965,12378.38965,12239.95996,12345.55957,106658200,12345.55957
3/14/2018,12212.49023,12322.88965,12202.75977,12237.74023,104202200,12237.74023
3/13/2018,12425.69043,12459.90039,12162.46973,12221.03027,131887900,12221.03027
3/12/2018,12453.29981,12454.95996,12361.00977,12418.38965,136801400,12418.38965
3/9/2018,12331.63965,12407.98047,12284.57031,12346.67969,96109700,12346.67969
3/8/2018,12237.94043,12382.69043,12177.12012,12355.57031,97759800,12355.57031
3/7/2018,12060.08984,12275.69043,12020.61035,12245.36035,92920300,12245.36035
3/6/2018,12229.29004,12259.58008,12110.33984,12113.87012,104517000,12113.87012
3/5/2018,11831.57031,12110.17969,11830.98047,12090.87012,109920600,12090.87012
3/2/2018,12051.88965,12081.40039,11877.66016,11913.70996,120480800,11913.70996
3/1/2018,12386.40039,12387.87988,12143.13965,12190.94043,113680600,12190.94043
2/28/2018,12427.45996,12516.91992,12417.95996,12435.84961,93391300,12435.84961
2/27/2018,12573.65039,12577.55957,12436.12988,12490.73047,89864600,12490.73047
2/26/2018,12566.04981,12601.45996,12484.58984,12527.04004,78303000,12527.04004
2/23/2018,12491.76953,12513.32031,12431.94043,12483.79004,97926500,12483.79004
2/22/2018,12358.82031,12497.70996,12283.7002,12461.91016,104173000,12461.91016
2/21/2018,12457.21973,12474.37012,12372.25977,12470.49023,83382600,12470.49023
2/20/2018,12403.62988,12496.09961,12333.79004,12487.90039,87127600,12487.90039
2/19/2018,12495.07031,12505.49023,12361.86035,12385.59961,66917000,12385.59961
2/16/2018,12408.48047,12484.12012,12368.70996,12451.95996,104230500,12451.95996
2/15/2018,12425.4502,12479.96973,12275.04004,12346.16992,111934900,12346.16992
2/14/2018,12294.84961,12393.70996,12075.20996,12339.16016,130713000,12339.16016
2/13/2018,12282.75977,12300.62988,12196.21973,12196.5,94601100,12196.5
2/12/2018,12238.62988,12379.16016,12222.33984,12282.76953,120024900,12282.76953
2/9/2018,12263.09961,12296.17969,12003.36035,12107.48047,175812900,12107.48047
2/8/2018,12506.17969,12541.32031,12187.4502,12260.29004,153991900,12260.29004
2/7/2018,12478.67969,12651.28027,12414.83984,12590.42969,153471100,12590.42969
2/6/2018,12232.86035,12550.16016,12232.86035,12392.66016,204856800,12392.66016
2/5/2018,12687.79004,12752.59961,12622.44043,12687.49023,113937900,12687.49023
2/2/2018,12954.58984,12954.58984,12782.07031,12785.16016,140869300,12785.16016
2/1/2018,13235.15039,13301.41016,12971.78027,13003.90039,122880100,13003.90039
1/31/2018,13210.75977,13268.41016,13159.34961,13189.48047,111852500,13189.48047
1/30/2018,13223.96973,13309.86035,13171.91016,13197.70996,115152700,13197.70996
1/29/2018,13358.90039,13370.01953,13274.83984,13324.48047,78822500,13324.48047
1/26/2018,13297.50977,13348.69043,13268.30957,13340.16992,75829200,13340.16992
1/25/2018,13374.37988,13443.36035,13222.46973,13298.36035,106119200,13298.36035
1/24/2018,13572.70996,13576.83984,13414.74023,13414.74023,105385100,13414.74023
1/23/2018,13577.13965,13596.88965,13517.80957,13559.59961,97239000,13559.59961
1/22/2018,13435.13965,13470.04981,13410.95996,13463.69043,95295700,13463.69043
1/19/2018,13297.74023,13445.46973,13294.80957,13434.4502,108147200,13434.4502
1/18/2018,13250.25,13293.29004,13201.33984,13281.42969,89644100,13281.42969
1/17/2018,13200.91992,13251.44043,13137.50977,13183.95996,88144100,13183.95996
1/16/2018,13228.59961,13351.08984,13196.55957,13246.33008,85801600,13246.33008
1/15/2018,13244.37012,13250.37012,13173.70996,13200.50977,58326200,13200.50977
1/12/2018,13241.28027,13265.13965,13168.00977,13245.03027,87893300,13245.03027
1/11/2018,13281.2002,13298.65039,13151.83984,13202.90039,110577300,13202.90039
1/10/2018,13355.28027,13377.87988,13227.57031,13281.33984,120334900,13281.33984
1/9/2018,13383.25977,13425.01953,13361.21973,13385.58984,94770400,13385.58984
1/8/2018,13399.62012,13407.82031,13334.16016,13367.78027,95005300,13367.78027
1/5/2018,13219.11035,13332.79981,13219.11035,13319.63965,112555000,13319.63965
1/4/2018,13065.98047,13208.34961,13062.66992,13167.88965,101199400,13167.88965
1/3/2018,12916.17969,13023.58984,12893.04981,12978.20996,84809300,12978.20996
1/2/2018,12897.69043,12924.16016,12745.15039,12871.38965,86049300,12871.38965
12/29/2017,12980.08984,12980.74023,12911.73047,12917.63965,42169200,12917.63965
12/28/2017,13065.45996,13069.40039,12965.28027,12979.94043,43152100,12979.94043
12/27/2017,13070.19043,13128.74023,13020.42969,13070.01953,44677000,13070.01953
12/22/2017,13076.75977,13108.55957,13059.87012,13072.79004,52876700,13072.79004
12/21/2017,13065.79004,13137.70996,13013.62988,13109.74023,70360200,13109.74023
12/20/2017,13244.26953,13252.66992,13026.11035,13069.16992,79842200,13069.16992
12/19/2017,13314.73047,13338.91016,13213.19043,13215.79004,73881500,13215.79004
12/18/2017,13211.62988,13331.9502,13206.12012,13312.29981,93660800,13312.29981
12/15/2017,13027.83984,13109.12988,13008.07031,13103.55957,183649900,13103.55957
12/14/2017,13107.11035,13159.48047,13011.96973,13068.08008,121549300,13068.08008
12/13/2017,13148.51953,13188.07031,13120.40039,13125.63965,119136800,13125.63965
12/12/2017,13131.41016,13183.83008,13079.86035,13183.53027,76497200,13183.53027
12/11/2017,13181.84961,13192.41992,13112.82031,13123.65039,71491100,13123.65039
12/8/2017,13146.82031,13240.91992,13136.78027,13153.7002,104081300,13153.7002
12/7/2017,13026.29981,13083.08008,12989,13045.15039,76453600,13045.15039
12/6/2017,12897.42969,13033.75,12864.67969,12998.84961,84631500,12998.84961
12/5/2017,13056.82031,13094.37988,12960.58984,13048.54004,81417900,13048.54004
